id,EAP,HPL,MWS
id13951,0.40231368,0.28906503,0.30862123
id00803,0.40231368,0.28906503,0.30862123
id06737,0.40231368,0.28906503,0.30862123
id24288,0.40231368,0.28906503,0.30862123
id08385,0.40231368,0.28906503,0.30862123
id22859,0.40231368,0.28906503,0.30862123
id22234,0.40231368,0.28906503,0.30862123
id10365,0.40231368,0.28906503,0.30862123
id00865,0.40231368,0.28906503,0.30862123
id19405,0.40231368,0.28906503,0.30862123
id11246,0.40231368,0.28906503,0.30862123
id19587,0.40231368,0.28906503,0.30862123
id24614,0.40231368,0.28906503,0.30862123
id23623,0.40231368,0.28906503,0.30862123
id15271,0.40231368,0.28906503,0.30862123
id20478,0.40231368,0.28906503,0.30862123
id25277,0.40231368,0.28906503,0.30862123
id22004,0.40231368,0.28906503,0.30862123
id16728,0.40231368,0.28906503,0.30862123
id06907,0.40231368,0.28906503,0.30862123
id11895,0.40231368,0.28906503,0.30862123
id13802,0.40231368,0.28906503,0.30862123
id18459,0.40231368,0.28906503,0.30862123
id21371,0.40231368,0.28906503,0.30862123
id11408,0.40231368,0.28906503,0.30862123
id05442,0.40231368,0.28906503,0.30862123
id21499,0.40231368,0.28906503,0.30862123
id18066,0.40231368,0.28906503,0.30862123
id23617,0.40231368,0.28906503,0.30862123
id07725,0.40231368,0.28906503,0.30862123
id24627,0.40231368,0.28906503,0.30862123
id19108,0.40231368,0.28906503,0.30862123
id11800,0.40231368,0.28906503,0.30862123
id14588,0.40231368,0.28906503,0.30862123
id27474,0.40231368,0.28906503,0.30862123
id07924,0.40231368,0.28906503,0.30862123
id10772,0.40231368,0.28906503,0.30862123
id19235,0.40231368,0.28906503,0.30862123
id13647,0.40231368,0.28906503,0.30862123
id08673,0.40231368,0.28906503,0.30862123
id24850,0.40231368,0.28906503,0.30862123
id11764,0.40231368,0.28906503,0.30862123
id05197,0.40231368,0.28906503,0.30862123
id23600,0.40231368,0.28906503,0.30862123
id14699,0.40231368,0.28906503,0.30862123
id26801,0.40231368,0.28906503,0.30862123
id25664,0.40231368,0.28906503,0.30862123
id07809,0.40231368,0.28906503,0.30862123
id13081,0.40231368,0.28906503,0.30862123
id11381,0.40231368,0.28906503,0.30862123
id14721,0.40231368,0.28906503,0.30862123
id07800,0.40231368,0.28906503,0.30862123
id13883,0.40231368,0.28906503,0.30862123
id04488,0.40231368,0.28906503,0.30862123
id03530,0.40231368,0.28906503,0.30862123
id15823,0.40231368,0.28906503,0.30862123
id11701,0.40231368,0.28906503,0.30862123
id07806,0.40231368,0.28906503,0.30862123
id19036,0.40231368,0.28906503,0.30862123
id20765,0.40231368,0.28906503,0.30862123
id26691,0.40231368,0.28906503,0.30862123
id02642,0.40231368,0.28906503,0.30862123
id06475,0.40231368,0.28906503,0.30862123
id19019,0.40231368,0.28906503,0.30862123
id14616,0.40231368,0.28906503,0.30862123
id08537,0.40231368,0.28906503,0.30862123
id19126,0.40231368,0.28906503,0.30862123
id01774,0.40231368,0.28906503,0.30862123
id08623,0.40231368,0.28906503,0.30862123
id17150,0.40231368,0.28906503,0.30862123
id06325,0.40231368,0.28906503,0.30862123
id23161,0.40231368,0.28906503,0.30862123
id09876,0.40231368,0.28906503,0.30862123
id01551,0.40231368,0.28906503,0.30862123
id12334,0.40231368,0.28906503,0.30862123
id03577,0.40231368,0.28906503,0.30862123
id20706,0.40231368,0.28906503,0.30862123
id23704,0.40231368,0.28906503,0.30862123
id10029,0.40231368,0.28906503,0.30862123
id19600,0.40231368,0.28906503,0.30862123
id22367,0.40231368,0.28906503,0.30862123
id12262,0.40231368,0.28906503,0.30862123
id09698,0.40231368,0.28906503,0.30862123
id10919,0.40231368,0.28906503,0.30862123
id12508,0.40231368,0.28906503,0.30862123
id16206,0.40231368,0.28906503,0.30862123
id25927,0.40231368,0.28906503,0.30862123
id23189,0.40231368,0.28906503,0.30862123
id00406,0.40231368,0.28906503,0.30862123
id01257,0.40231368,0.28906503,0.30862123
id15147,0.40231368,0.28906503,0.30862123
id24692,0.40231368,0.28906503,0.30862123
id02919,0.40231368,0.28906503,0.30862123
id00339,0.40231368,0.28906503,0.30862123
id20981,0.40231368,0.28906503,0.30862123
id00658,0.40231368,0.28906503,0.30862123
id02255,0.40231368,0.28906503,0.30862123
id13282,0.40231368,0.28906503,0.30862123
id13189,0.40231368,0.28906503,0.30862123
id07267,0.40231368,0.28906503,0.30862123
id05272,0.40231368,0.28906503,0.30862123
id22653,0.40231368,0.28906503,0.30862123
id06894,0.40231368,0.28906503,0.30862123
id21657,0.40231368,0.28906503,0.30862123
id00430,0.40231368,0.28906503,0.30862123
id21655,0.40231368,0.28906503,0.30862123
id04764,0.40231368,0.28906503,0.30862123
id08665,0.40231368,0.28906503,0.30862123
id20985,0.40231368,0.28906503,0.30862123
id08095,0.40231368,0.28906503,0.30862123
id12015,0.40231368,0.28906503,0.30862123
id13210,0.40231368,0.28906503,0.30862123
id24937,0.40231368,0.28906503,0.30862123
id03675,0.40231368,0.28906503,0.30862123
id26951,0.40231368,0.28906503,0.30862123
id06104,0.40231368,0.28906503,0.30862123
id20105,0.40231368,0.28906503,0.30862123
id20441,0.40231368,0.28906503,0.30862123
id05660,0.40231368,0.28906503,0.30862123
id04078,0.40231368,0.28906503,0.30862123
id26101,0.40231368,0.28906503,0.30862123
id10144,0.40231368,0.28906503,0.30862123
id15096,0.40231368,0.28906503,0.30862123
id11903,0.40231368,0.28906503,0.30862123
id24093,0.40231368,0.28906503,0.30862123
id06388,0.40231368,0.28906503,0.30862123
id01203,0.40231368,0.28906503,0.30862123
id18448,0.40231368,0.28906503,0.30862123
id10382,0.40231368,0.28906503,0.30862123
id25109,0.40231368,0.28906503,0.30862123
id15526,0.40231368,0.28906503,0.30862123
id09411,0.40231368,0.28906503,0.30862123
id03937,0.40231368,0.28906503,0.30862123
id09740,0.40231368,0.28906503,0.30862123
id11584,0.40231368,0.28906503,0.30862123
id06135,0.40231368,0.28906503,0.30862123
id22666,0.40231368,0.28906503,0.30862123
id03104,0.40231368,0.28906503,0.30862123
id21763,0.40231368,0.28906503,0.30862123
id26344,0.40231368,0.28906503,0.30862123
id11819,0.40231368,0.28906503,0.30862123
id20309,0.40231368,0.28906503,0.30862123
id12751,0.40231368,0.28906503,0.30862123
id16205,0.40231368,0.28906503,0.30862123
id07347,0.40231368,0.28906503,0.30862123
id20347,0.40231368,0.28906503,0.30862123
id05696,0.40231368,0.28906503,0.30862123
id04648,0.40231368,0.28906503,0.30862123
id19654,0.40231368,0.28906503,0.30862123
id03991,0.40231368,0.28906503,0.30862123
id05523,0.40231368,0.28906503,0.30862123
id27445,0.40231368,0.28906503,0.30862123
id27516,0.40231368,0.28906503,0.30862123
id13992,0.40231368,0.28906503,0.30862123
id02429,0.40231368,0.28906503,0.30862123
id01682,0.40231368,0.28906503,0.30862123
id20561,0.40231368,0.28906503,0.30862123
id26906,0.40231368,0.28906503,0.30862123
id01724,0.40231368,0.28906503,0.30862123
id25283,0.40231368,0.28906503,0.30862123
id06926,0.40231368,0.28906503,0.30862123
id13887,0.40231368,0.28906503,0.30862123
id07530,0.40231368,0.28906503,0.30862123
id13460,0.40231368,0.28906503,0.30862123
id14695,0.40231368,0.28906503,0.30862123
id08133,0.40231368,0.28906503,0.30862123
id06364,0.40231368,0.28906503,0.30862123
id22368,0.40231368,0.28906503,0.30862123
id04855,0.40231368,0.28906503,0.30862123
id14016,0.40231368,0.28906503,0.30862123
id25801,0.40231368,0.28906503,0.30862123
id16241,0.40231368,0.28906503,0.30862123
id01120,0.40231368,0.28906503,0.30862123
id00058,0.40231368,0.28906503,0.30862123
id24503,0.40231368,0.28906503,0.30862123
id03213,0.40231368,0.28906503,0.30862123
id06040,0.40231368,0.28906503,0.30862123
id26219,0.40231368,0.28906503,0.30862123
id23723,0.40231368,0.28906503,0.30862123
id17565,0.40231368,0.28906503,0.30862123
id02243,0.40231368,0.28906503,0.30862123
id04802,0.40231368,0.28906503,0.30862123
id07148,0.40231368,0.28906503,0.30862123
id16071,0.40231368,0.28906503,0.30862123
id14810,0.40231368,0.28906503,0.30862123
id15386,0.40231368,0.28906503,0.30862123
id14768,0.40231368,0.28906503,0.30862123
id05056,0.40231368,0.28906503,0.30862123
id27065,0.40231368,0.28906503,0.30862123
id27245,0.40231368,0.28906503,0.30862123
id25911,0.40231368,0.28906503,0.30862123
id10581,0.40231368,0.28906503,0.30862123
id21852,0.40231368,0.28906503,0.30862123
id13922,0.40231368,0.28906503,0.30862123
id21904,0.40231368,0.28906503,0.30862123
id25974,0.40231368,0.28906503,0.30862123
id03323,0.40231368,0.28906503,0.30862123
id01385,0.40231368,0.28906503,0.30862123
id20469,0.40231368,0.28906503,0.30862123
id04281,0.40231368,0.28906503,0.30862123
id17752,0.40231368,0.28906503,0.30862123
id27768,0.40231368,0.28906503,0.30862123
id15545,0.40231368,0.28906503,0.30862123
id27853,0.40231368,0.28906503,0.30862123
id10103,0.40231368,0.28906503,0.30862123
id04374,0.40231368,0.28906503,0.30862123
id23102,0.40231368,0.28906503,0.30862123
id15727,0.40231368,0.28906503,0.30862123
id22643,0.40231368,0.28906503,0.30862123
id26174,0.40231368,0.28906503,0.30862123
id16776,0.40231368,0.28906503,0.30862123
id11156,0.40231368,0.28906503,0.30862123
id18288,0.40231368,0.28906503,0.30862123
id21487,0.40231368,0.28906503,0.30862123
id06888,0.40231368,0.28906503,0.30862123
id24094,0.40231368,0.28906503,0.30862123
id21383,0.40231368,0.28906503,0.30862123
id10309,0.40231368,0.28906503,0.30862123
id09189,0.40231368,0.28906503,0.30862123
id26844,0.40231368,0.28906503,0.30862123
id02103,0.40231368,0.28906503,0.30862123
id13699,0.40231368,0.28906503,0.30862123
id05005,0.40231368,0.28906503,0.30862123
id19814,0.40231368,0.28906503,0.30862123
id24703,0.40231368,0.28906503,0.30862123
id04594,0.40231368,0.28906503,0.30862123
id13789,0.40231368,0.28906503,0.30862123
id01938,0.40231368,0.28906503,0.30862123
id24274,0.40231368,0.28906503,0.30862123
id13727,0.40231368,0.28906503,0.30862123
id19335,0.40231368,0.28906503,0.30862123
id21064,0.40231368,0.28906503,0.30862123
id04044,0.40231368,0.28906503,0.30862123
id01696,0.40231368,0.28906503,0.30862123
id05601,0.40231368,0.28906503,0.30862123
id13591,0.40231368,0.28906503,0.30862123
id09164,0.40231368,0.28906503,0.30862123
id16563,0.40231368,0.28906503,0.30862123
id00380,0.40231368,0.28906503,0.30862123
id04612,0.40231368,0.28906503,0.30862123
id17341,0.40231368,0.28906503,0.30862123
id23426,0.40231368,0.28906503,0.30862123
id02177,0.40231368,0.28906503,0.30862123
id24279,0.40231368,0.28906503,0.30862123
id07226,0.40231368,0.28906503,0.30862123
id23305,0.40231368,0.28906503,0.30862123
id00684,0.40231368,0.28906503,0.30862123
id22025,0.40231368,0.28906503,0.30862123
id26143,0.40231368,0.28906503,0.30862123
id12002,0.40231368,0.28906503,0.30862123
id04610,0.40231368,0.28906503,0.30862123
id27224,0.40231368,0.28906503,0.30862123
id10716,0.40231368,0.28906503,0.30862123
id14057,0.40231368,0.28906503,0.30862123
id14982,0.40231368,0.28906503,0.30862123
id00401,0.40231368,0.28906503,0.30862123
id12248,0.40231368,0.28906503,0.30862123
id04641,0.40231368,0.28906503,0.30862123
id01658,0.40231368,0.28906503,0.30862123
id03153,0.40231368,0.28906503,0.30862123
id27961,0.40231368,0.28906503,0.30862123
id15984,0.40231368,0.28906503,0.30862123
id01789,0.40231368,0.28906503,0.30862123
id27264,0.40231368,0.28906503,0.30862123
id05158,0.40231368,0.28906503,0.30862123
id14265,0.40231368,0.28906503,0.30862123
id20696,0.40231368,0.28906503,0.30862123
id01133,0.40231368,0.28906503,0.30862123
id24953,0.40231368,0.28906503,0.30862123
id11298,0.40231368,0.28906503,0.30862123
id20917,0.40231368,0.28906503,0.30862123
id25275,0.40231368,0.28906503,0.30862123
id00850,0.40231368,0.28906503,0.30862123
id23225,0.40231368,0.28906503,0.30862123
id15602,0.40231368,0.28906503,0.30862123
id12160,0.40231368,0.28906503,0.30862123
id25388,0.40231368,0.28906503,0.30862123
id13837,0.40231368,0.28906503,0.30862123
id06804,0.40231368,0.28906503,0.30862123
id19978,0.40231368,0.28906503,0.30862123
id27563,0.40231368,0.28906503,0.30862123
id23762,0.40231368,0.28906503,0.30862123
id22734,0.40231368,0.28906503,0.30862123
id09094,0.40231368,0.28906503,0.30862123
id27270,0.40231368,0.28906503,0.30862123
id05043,0.40231368,0.28906503,0.30862123
id15290,0.40231368,0.28906503,0.30862123
id26333,0.40231368,0.28906503,0.30862123
id26111,0.40231368,0.28906503,0.30862123
id23029,0.40231368,0.28906503,0.30862123
id11837,0.40231368,0.28906503,0.30862123
id03497,0.40231368,0.28906503,0.30862123
id19290,0.40231368,0.28906503,0.30862123
id08008,0.40231368,0.28906503,0.30862123
id24949,0.40231368,0.28906503,0.30862123
id25023,0.40231368,0.28906503,0.30862123
id02205,0.40231368,0.28906503,0.30862123
id11041,0.40231368,0.28906503,0.30862123
id14395,0.40231368,0.28906503,0.30862123
id01130,0.40231368,0.28906503,0.30862123
id21066,0.40231368,0.28906503,0.30862123
id17774,0.40231368,0.28906503,0.30862123
id24519,0.40231368,0.28906503,0.30862123
id08460,0.40231368,0.28906503,0.30862123
id19897,0.40231368,0.28906503,0.30862123
id19028,0.40231368,0.28906503,0.30862123
id01850,0.40231368,0.28906503,0.30862123
id22472,0.40231368,0.28906503,0.30862123
id10709,0.40231368,0.28906503,0.30862123
id17260,0.40231368,0.28906503,0.30862123
id22262,0.40231368,0.28906503,0.30862123
id00115,0.40231368,0.28906503,0.30862123
id17483,0.40231368,0.28906503,0.30862123
id10763,0.40231368,0.28906503,0.30862123
id18014,0.40231368,0.28906503,0.30862123
id20414,0.40231368,0.28906503,0.30862123
id14244,0.40231368,0.28906503,0.30862123
id24952,0.40231368,0.28906503,0.30862123
id08217,0.40231368,0.28906503,0.30862123
id01578,0.40231368,0.28906503,0.30862123
id00641,0.40231368,0.28906503,0.30862123
id24982,0.40231368,0.28906503,0.30862123
id11192,0.40231368,0.28906503,0.30862123
id13759,0.40231368,0.28906503,0.30862123
id26752,0.40231368,0.28906503,0.30862123
id06820,0.40231368,0.28906503,0.30862123
id27298,0.40231368,0.28906503,0.30862123
id20735,0.40231368,0.28906503,0.30862123
id08390,0.40231368,0.28906503,0.30862123
id18571,0.40231368,0.28906503,0.30862123
id05804,0.40231368,0.28906503,0.30862123
id11867,0.40231368,0.28906503,0.30862123
id10286,0.40231368,0.28906503,0.30862123
id22020,0.40231368,0.28906503,0.30862123
id25835,0.40231368,0.28906503,0.30862123
id06583,0.40231368,0.28906503,0.30862123
id21403,0.40231368,0.28906503,0.30862123
id26730,0.40231368,0.28906503,0.30862123
id06873,0.40231368,0.28906503,0.30862123
id03552,0.40231368,0.28906503,0.30862123
id05607,0.40231368,0.28906503,0.30862123
id26395,0.40231368,0.28906503,0.30862123
id02844,0.40231368,0.28906503,0.30862123
id19710,0.40231368,0.28906503,0.30862123
id17076,0.40231368,0.28906503,0.30862123
id14070,0.40231368,0.28906503,0.30862123
id17106,0.40231368,0.28906503,0.30862123
id24689,0.40231368,0.28906503,0.30862123
id03718,0.40231368,0.28906503,0.30862123
id03957,0.40231368,0.28906503,0.30862123
id18995,0.40231368,0.28906503,0.30862123
id11668,0.40231368,0.28906503,0.30862123
id15721,0.40231368,0.28906503,0.30862123
id10379,0.40231368,0.28906503,0.30862123
id15009,0.40231368,0.28906503,0.30862123
id11339,0.40231368,0.28906503,0.30862123
id18532,0.40231368,0.28906503,0.30862123
id16469,0.40231368,0.28906503,0.30862123
id22464,0.40231368,0.28906503,0.30862123
id06314,0.40231368,0.28906503,0.30862123
id27085,0.40231368,0.28906503,0.30862123
id14452,0.40231368,0.28906503,0.30862123
id14939,0.40231368,0.28906503,0.30862123
id20094,0.40231368,0.28906503,0.30862123
id23077,0.40231368,0.28906503,0.30862123
id17527,0.40231368,0.28906503,0.30862123
id14895,0.40231368,0.28906503,0.30862123
id22577,0.40231368,0.28906503,0.30862123
id16111,0.40231368,0.28906503,0.30862123
id21649,0.40231368,0.28906503,0.30862123
id22954,0.40231368,0.28906503,0.30862123
id12624,0.40231368,0.28906503,0.30862123
id05737,0.40231368,0.28906503,0.30862123
id23937,0.40231368,0.28906503,0.30862123
id06620,0.40231368,0.28906503,0.30862123
id18650,0.40231368,0.28906503,0.30862123
id09656,0.40231368,0.28906503,0.30862123
id10285,0.40231368,0.28906503,0.30862123
id05729,0.40231368,0.28906503,0.30862123
id00102,0.40231368,0.28906503,0.30862123
id26276,0.40231368,0.28906503,0.30862123
id12620,0.40231368,0.28906503,0.30862123
id17949,0.40231368,0.28906503,0.30862123
id15708,0.40231368,0.28906503,0.30862123
id18300,0.40231368,0.28906503,0.30862123
id04039,0.40231368,0.28906503,0.30862123
id12158,0.40231368,0.28906503,0.30862123
id23197,0.40231368,0.28906503,0.30862123
id25384,0.40231368,0.28906503,0.30862123
id09070,0.40231368,0.28906503,0.30862123
id27734,0.40231368,0.28906503,0.30862123
id27332,0.40231368,0.28906503,0.30862123
id00973,0.40231368,0.28906503,0.30862123
id26625,0.40231368,0.28906503,0.30862123
id24578,0.40231368,0.28906503,0.30862123
id05423,0.40231368,0.28906503,0.30862123
id19124,0.40231368,0.28906503,0.30862123
id00946,0.40231368,0.28906503,0.30862123
id19229,0.40231368,0.28906503,0.30862123
id05311,0.40231368,0.28906503,0.30862123
id03289,0.40231368,0.28906503,0.30862123
id17758,0.40231368,0.28906503,0.30862123
id24336,0.40231368,0.28906503,0.30862123
id00603,0.40231368,0.28906503,0.30862123
id26467,0.40231368,0.28906503,0.30862123
id27835,0.40231368,0.28906503,0.30862123
id06861,0.40231368,0.28906503,0.30862123
id23847,0.40231368,0.28906503,0.30862123
id06174,0.40231368,0.28906503,0.30862123
id10968,0.40231368,0.28906503,0.30862123
id10881,0.40231368,0.28906503,0.30862123
id03204,0.40231368,0.28906503,0.30862123
id21921,0.40231368,0.28906503,0.30862123
id06539,0.40231368,0.28906503,0.30862123
id08880,0.40231368,0.28906503,0.30862123
id14725,0.40231368,0.28906503,0.30862123
id26107,0.40231368,0.28906503,0.30862123
id07874,0.40231368,0.28906503,0.30862123
id23638,0.40231368,0.28906503,0.30862123
id13498,0.40231368,0.28906503,0.30862123
id18940,0.40231368,0.28906503,0.30862123
id02120,0.40231368,0.28906503,0.30862123
id26663,0.40231368,0.28906503,0.30862123
id20127,0.40231368,0.28906503,0.30862123
id27922,0.40231368,0.28906503,0.30862123
id15106,0.40231368,0.28906503,0.30862123
id22158,0.40231368,0.28906503,0.30862123
id17029,0.40231368,0.28906503,0.30862123
id02554,0.40231368,0.28906503,0.30862123
id18454,0.40231368,0.28906503,0.30862123
id09016,0.40231368,0.28906503,0.30862123
id02307,0.40231368,0.28906503,0.30862123
id01650,0.40231368,0.28906503,0.30862123
id01254,0.40231368,0.28906503,0.30862123
id12921,0.40231368,0.28906503,0.30862123
id05721,0.40231368,0.28906503,0.30862123
id05798,0.40231368,0.28906503,0.30862123
id04417,0.40231368,0.28906503,0.30862123
id19620,0.40231368,0.28906503,0.30862123
id22680,0.40231368,0.28906503,0.30862123
id21992,0.40231368,0.28906503,0.30862123
id22823,0.40231368,0.28906503,0.30862123
id12750,0.40231368,0.28906503,0.30862123
id23220,0.40231368,0.28906503,0.30862123
id11851,0.40231368,0.28906503,0.30862123
id27438,0.40231368,0.28906503,0.30862123
id00797,0.40231368,0.28906503,0.30862123
id08593,0.40231368,0.28906503,0.30862123
id01042,0.40231368,0.28906503,0.30862123
id19898,0.40231368,0.28906503,0.30862123
id24615,0.40231368,0.28906503,0.30862123
id18594,0.40231368,0.28906503,0.30862123
id08534,0.40231368,0.28906503,0.30862123
id03889,0.40231368,0.28906503,0.30862123
id04873,0.40231368,0.28906503,0.30862123
id08264,0.40231368,0.28906503,0.30862123
id10187,0.40231368,0.28906503,0.30862123
id14278,0.40231368,0.28906503,0.30862123
id22528,0.40231368,0.28906503,0.30862123
id07416,0.40231368,0.28906503,0.30862123
id02857,0.40231368,0.28906503,0.30862123
id03875,0.40231368,0.28906503,0.30862123
id24437,0.40231368,0.28906503,0.30862123
id24940,0.40231368,0.28906503,0.30862123
id15070,0.40231368,0.28906503,0.30862123
id14891,0.40231368,0.28906503,0.30862123
id02110,0.40231368,0.28906503,0.30862123
id24405,0.40231368,0.28906503,0.30862123
id00373,0.40231368,0.28906503,0.30862123
id12728,0.40231368,0.28906503,0.30862123
id18958,0.40231368,0.28906503,0.30862123
id17443,0.40231368,0.28906503,0.30862123
id03959,0.40231368,0.28906503,0.30862123
id13218,0.40231368,0.28906503,0.30862123
id01980,0.40231368,0.28906503,0.30862123
id10697,0.40231368,0.28906503,0.30862123
id24816,0.40231368,0.28906503,0.30862123
id00088,0.40231368,0.28906503,0.30862123
id13846,0.40231368,0.28906503,0.30862123
id17597,0.40231368,0.28906503,0.30862123
id09947,0.40231368,0.28906503,0.30862123
id12050,0.40231368,0.28906503,0.30862123
id24060,0.40231368,0.28906503,0.30862123
id19942,0.40231368,0.28906503,0.30862123
id06541,0.40231368,0.28906503,0.30862123
id05746,0.40231368,0.28906503,0.30862123
id13577,0.40231368,0.28906503,0.30862123
id11877,0.40231368,0.28906503,0.30862123
id19491,0.40231368,0.28906503,0.30862123
id11352,0.40231368,0.28906503,0.30862123
id12791,0.40231368,0.28906503,0.30862123
id05282,0.40231368,0.28906503,0.30862123
id26833,0.40231368,0.28906503,0.30862123
id00580,0.40231368,0.28906503,0.30862123
id01236,0.40231368,0.28906503,0.30862123
id05455,0.40231368,0.28906503,0.30862123
id00069,0.40231368,0.28906503,0.30862123
id01605,0.40231368,0.28906503,0.30862123
id17737,0.40231368,0.28906503,0.30862123
id11315,0.40231368,0.28906503,0.30862123
id24044,0.40231368,0.28906503,0.30862123
id18677,0.40231368,0.28906503,0.30862123
id17678,0.40231368,0.28906503,0.30862123
id21528,0.40231368,0.28906503,0.30862123
id21985,0.40231368,0.28906503,0.30862123
id12860,0.40231368,0.28906503,0.30862123
id08793,0.40231368,0.28906503,0.30862123
id09245,0.40231368,0.28906503,0.30862123
id12523,0.40231368,0.28906503,0.30862123
id07158,0.40231368,0.28906503,0.30862123
id03473,0.40231368,0.28906503,0.30862123
id05999,0.40231368,0.28906503,0.30862123
id02469,0.40231368,0.28906503,0.30862123
id16675,0.40231368,0.28906503,0.30862123
id20508,0.40231368,0.28906503,0.30862123
id12669,0.40231368,0.28906503,0.30862123
id22277,0.40231368,0.28906503,0.30862123
id00355,0.40231368,0.28906503,0.30862123
id24427,0.40231368,0.28906503,0.30862123
id19241,0.40231368,0.28906503,0.30862123
id26301,0.40231368,0.28906503,0.30862123
id09404,0.40231368,0.28906503,0.30862123
id14347,0.40231368,0.28906503,0.30862123
id06898,0.40231368,0.28906503,0.30862123
id08750,0.40231368,0.28906503,0.30862123
id13572,0.40231368,0.28906503,0.30862123
id08731,0.40231368,0.28906503,0.30862123
id20124,0.40231368,0.28906503,0.30862123
id14276,0.40231368,0.28906503,0.30862123
id13035,0.40231368,0.28906503,0.30862123
id24056,0.40231368,0.28906503,0.30862123
id21132,0.40231368,0.28906503,0.30862123
id21465,0.40231368,0.28906503,0.30862123
id27148,0.40231368,0.28906503,0.30862123
id14482,0.40231368,0.28906503,0.30862123
id17950,0.40231368,0.28906503,0.30862123
id15233,0.40231368,0.28906503,0.30862123
id11794,0.40231368,0.28906503,0.30862123
id27227,0.40231368,0.28906503,0.30862123
id13093,0.40231368,0.28906503,0.30862123
id12869,0.40231368,0.28906503,0.30862123
id01256,0.40231368,0.28906503,0.30862123
id00934,0.40231368,0.28906503,0.30862123
id00121,0.40231368,0.28906503,0.30862123
id11054,0.40231368,0.28906503,0.30862123
id02573,0.40231368,0.28906503,0.30862123
id13626,0.40231368,0.28906503,0.30862123
id25047,0.40231368,0.28906503,0.30862123
id04465,0.40231368,0.28906503,0.30862123
id09344,0.40231368,0.28906503,0.30862123
id24254,0.40231368,0.28906503,0.30862123
id04266,0.40231368,0.28906503,0.30862123
id19734,0.40231368,0.28906503,0.30862123
id13127,0.40231368,0.28906503,0.30862123
id27066,0.40231368,0.28906503,0.30862123
id13629,0.40231368,0.28906503,0.30862123
id26484,0.40231368,0.28906503,0.30862123
id02074,0.40231368,0.28906503,0.30862123
id24688,0.40231368,0.28906503,0.30862123
id17455,0.40231368,0.28906503,0.30862123
id14980,0.40231368,0.28906503,0.30862123
id15840,0.40231368,0.28906503,0.30862123
id20440,0.40231368,0.28906503,0.30862123
id25262,0.40231368,0.28906503,0.30862123
id20395,0.40231368,0.28906503,0.30862123
id14332,0.40231368,0.28906503,0.30862123
id07118,0.40231368,0.28906503,0.30862123
id26424,0.40231368,0.28906503,0.30862123
id21308,0.40231368,0.28906503,0.30862123
id21688,0.40231368,0.28906503,0.30862123
id09581,0.40231368,0.28906503,0.30862123
id27297,0.40231368,0.28906503,0.30862123
id20086,0.40231368,0.28906503,0.30862123
id03762,0.40231368,0.28906503,0.30862123
id10789,0.40231368,0.28906503,0.30862123
id18058,0.40231368,0.28906503,0.30862123
id01701,0.40231368,0.28906503,0.30862123
id17232,0.40231368,0.28906503,0.30862123
id23541,0.40231368,0.28906503,0.30862123
id20699,0.40231368,0.28906503,0.30862123
id06657,0.40231368,0.28906503,0.30862123
id13807,0.40231368,0.28906503,0.30862123
id18344,0.40231368,0.28906503,0.30862123
id09363,0.40231368,0.28906503,0.30862123
id12470,0.40231368,0.28906503,0.30862123
id13430,0.40231368,0.28906503,0.30862123
id13549,0.40231368,0.28906503,0.30862123
id24423,0.40231368,0.28906503,0.30862123
id15402,0.40231368,0.28906503,0.30862123
id22070,0.40231368,0.28906503,0.30862123
id05977,0.40231368,0.28906503,0.30862123
id18772,0.40231368,0.28906503,0.30862123
id11214,0.40231368,0.28906503,0.30862123
id01263,0.40231368,0.28906503,0.30862123
id03187,0.40231368,0.28906503,0.30862123
id07817,0.40231368,0.28906503,0.30862123
id08796,0.40231368,0.28906503,0.30862123
id02347,0.40231368,0.28906503,0.30862123
id08989,0.40231368,0.28906503,0.30862123
id24462,0.40231368,0.28906503,0.30862123
id05147,0.40231368,0.28906503,0.30862123
id26389,0.40231368,0.28906503,0.30862123
id12300,0.40231368,0.28906503,0.30862123
id06273,0.40231368,0.28906503,0.30862123
id27453,0.40231368,0.28906503,0.30862123
id19255,0.40231368,0.28906503,0.30862123
id22593,0.40231368,0.28906503,0.30862123
id07089,0.40231368,0.28906503,0.30862123
id22379,0.40231368,0.28906503,0.30862123
id22024,0.40231368,0.28906503,0.30862123
id25541,0.40231368,0.28906503,0.30862123
id10216,0.40231368,0.28906503,0.30862123
id07493,0.40231368,0.28906503,0.30862123
id25552,0.40231368,0.28906503,0.30862123
id21244,0.40231368,0.28906503,0.30862123
id17278,0.40231368,0.28906503,0.30862123
id14850,0.40231368,0.28906503,0.30862123
id21434,0.40231368,0.28906503,0.30862123
id22924,0.40231368,0.28906503,0.30862123
id17321,0.40231368,0.28906503,0.30862123
id04319,0.40231368,0.28906503,0.30862123
id09823,0.40231368,0.28906503,0.30862123
id03485,0.40231368,0.28906503,0.30862123
id12138,0.40231368,0.28906503,0.30862123
id00196,0.40231368,0.28906503,0.30862123
id07822,0.40231368,0.28906503,0.30862123
id21775,0.40231368,0.28906503,0.30862123
id13407,0.40231368,0.28906503,0.30862123
id12430,0.40231368,0.28906503,0.30862123
id23691,0.40231368,0.28906503,0.30862123
id17641,0.40231368,0.28906503,0.30862123
id09125,0.40231368,0.28906503,0.30862123
id18512,0.40231368,0.28906503,0.30862123
id01639,0.40231368,0.28906503,0.30862123
id06860,0.40231368,0.28906503,0.30862123
